*,185_744505,185_745093,186_744506,186_745101,187-coll832-trial1_767271,187-coll832-trial1_769250,187_744507,187_745109,188-coll832-trial1_767272,188-coll832-trial1_769251,188_744508,188_745117,189-coll853-trial1_767273,189-coll853-trial1_769252,189_744509,190-coll853-trial1_767274,190-coll853-trial1_769253,190_744510,191_744511,192_744512,193_744513,194_744514,195_744515,196_744516,197_744528,198_744527,199_744526,200_744525,201_744524,202_744523,203_744522,204_744521,205_744520,205_745118,206_744519,206_745110,207_744518,207_745102,208_744517,208_745094,209_744529,209_745095,210_744530,210_745103,211_744531,211_745111,212_744532,212_745119,213_744533,214_744534,215_744535,216_744536,217_744537,218_744538,219_744539,220_744540,221-coll801-trial1_767270,222-coll801-trial1_767269,222-coll801-trial1_769248,223_744550,224_744549,225_744548,226_744547,227_744546,228_744545,229_744544,229_745120,230_744543,230_745112,231_744542,231_745104,232_744541,232_745096,233_744553,233_745097,234_744554,234_745105,235_744555,235_745113,236_744556,236_745121,237_744557,238_744558,239_744559,240_744560,241_744561,242_744562,243_744563,244_744564,245_744576,246_744575,247_744574,248_744573,249_744572,250_744571,251_744570,252_744569,253_744568,253_745122,254_744567,254_745114,255_744566,255_745106,256_744565,256_745098,257_744577,257_745099,258_744578,258_745107,259_744579,259_745115,260_744580,260_745123,261_744581,262_744582,263_744583,264_744584,265_744585,266_744586,267_744587,268_744551,269_744552,270_744598,271_744597,272_744596,273_744595,274_744594,275_744593,276_744592,277_744591,277_745124,278_744590,278_745116,279_744589,279_745108,280_744588,280_745100,864_767280,864_769259,869_767286,869_769265,corin-trial1_769254,narranderah-trial1_767276,narranderah-trial1_769255
232_745096,0.035295,0.03533,0.034732,0.036297,0.034784,0.034522,0.03608,0.036099,0.03392,0.034265,0.034833,0.036148,0.040216,0.038997,0.036094,0.034258,0.035182,0.036626,0.036722,0.035808,0.03524,0.036179,0.035746,0.034396,0.032539,0.03619,0.038122,0.035893,0.036844,0.035236,0.035809,0.035523,0.038234,0.037271,0.037625,0.037558,0.033978,0.033321,0.035424,0.035702,0.031636,0.032269,0.036109,0.034885,0.03703,0.036776,0.034687,0.034313,0.036536,0.034832,0.035489,0.03553,0.036471,0.034229,0.0352,0.035393,0.033036,0.034189,0.034016,0.036613,0.036925,0.032592,0.034331,0.030417,0.036449,0.034678,0.034625,0.038939,0.038466,0.037205,0.037113,0.007779,0,0.031656,0.031881,0.030323,0.031965,0.036219,0.035186,0.031779,0.031839,0.036241,0.034225,0.032532,0.037025,0.039134,0.036529,0.048507,0.035402,0.037938,0.033258,0.034257,0.052174,0.064748,0.033601,0.090909,0.081633,0,0.059524,0.036536,0.036507,0.0365,0.03663,0.033178,0.03176,0.038134,0.037676,0.030775,0.029595,0.035789,0.035701,0.036178,0.037597,0.035094,0.15446,0.034436,0.034934,0.03735,0.03675,0.034811,0.038012,0.434558,0.033098,0.03408,0.036292,0.035878,0.033632,0.033154,0.034363,0.036843,0.036005,0.03521,0.036951,0.034535,0.035076,0.03382,0.033677,0.034756,0.034978,0.035174,0.034408,0.874219,0.877812,0.877162
233_744553,0.03087,0.031027,0.029746,0.031676,0.031865,0.030864,0.03086,0.031432,0.031643,0.03135,0.031998,0.034763,0.038112,0.037087,0.031695,0.032563,0.033308,0.031869,0.032961,0.031072,0.031532,0.0353,0.032073,0.033093,0.030354,0.032894,0.036667,0.031218,0.030271,0.032342,0.033656,0.03043,0.033147,0.034153,0.037095,0.036888,0.033092,0.033329,0.033835,0.032991,0.031425,0.031626,0.035334,0.034246,0.034099,0.034779,0.032441,0.031701,0.035335,0.032822,0.03361,0.03322,0.034273,0.032493,0.032669,0.033767,0.036003,0.031812,0.03044,0.031169,0.035444,0.03539,0.035372,0.028512,0.03476,0.034262,0.03425,0.032943,0.033252,0.032923,0.033265,0.030639,0.031656,0,0.007672,0.033781,0.03409,0.032418,0.032779,0.034558,0.034386,0.032972,0.032831,0.021412,0.03488,0.033157,0.035773,0.032258,0.032561,0.036925,0.03079,0.029719,0.047009,0.072464,0.034035,0.121212,0.030612,0.2,0.069767,0.034167,0.0348,0.032191,0.031865,0.031993,0.030748,0.035836,0.036914,0.03268,0.032587,0.032538,0.034241,0.034882,0.035253,0.031673,0.149994,0.030534,0.033086,0.033344,0.034457,0.031454,0.03415,0.43668,0.029886,0.030847,0.031554,0.032681,0.032285,0.029994,0.030749,0.032833,0.031972,0.03299,0.035349,0.031006,0.030566,0.033312,0.032002,0.032546,0.033217,0.032057,0.032238,0.876768,0.880963,0.880405
233_745097,0.031877,0.031998,0.03208,0.032513,0.03215,0.032009,0.032308,0.032332,0.031599,0.031899,0.033003,0.035466,0.038822,0.038219,0.031713,0.032895,0.033956,0.031417,0.033434,0.031439,0.032062,0.035627,0.032386,0.033272,0.031596,0.033132,0.037109,0.032128,0.030644,0.033233,0.034802,0.031053,0.033948,0.03424,0.037004,0.036092,0.034532,0.033437,0.03398,0.034784,0.032314,0.032175,0.035633,0.034734,0.035296,0.035622,0.03172,0.031401,0.035839,0.032845,0.03464,0.035196,0.034189,0.032519,0.033746,0.034505,0.035004,0.033033,0.032692,0.031268,0.035515,0.036305,0.035475,0.029309,0.035401,0.034835,0.033835,0.03416,0.033577,0.033753,0.034161,0.031172,0.031881,0.007672,0,0.034674,0.036076,0.034183,0.033837,0.034679,0.035532,0.0331,0.03341,0.022434,0.035805,0.03461,0.036324,0.033666,0.032992,0.036269,0.031704,0.031341,0.043103,0.07037,0.034492,0.125,0.03125,0,0.060976,0.035412,0.036285,0.033232,0.032853,0.033034,0.032515,0.03448,0.035629,0.03331,0.032437,0.03369,0.034169,0.035047,0.035417,0.033652,0.151331,0.03181,0.034634,0.034166,0.033982,0.031593,0.035779,0.435966,0.031223,0.031744,0.032612,0.033996,0.033221,0.032147,0.032349,0.032634,0.032283,0.034224,0.035897,0.031428,0.031742,0.034295,0.032548,0.033431,0.033987,0.033319,0.03254,0.874492,0.879186,0.878662
234_744554,0.031071,0.031669,0.030405,0.032012,0.030738,0.030985,0.031352,0.030652,0.032736,0.032561,0.030766,0.031533,0.035676,0.034411,0.031382,0.035129,0.034942,0.032362,0.033215,0.031356,0.033122,0.031379,0.03173,0.032528,0.030247,0.03416,0.03306,0.031887,0.031391,0.033653,0.034483,0.028467,0.033401,0.034746,0.036245,0.036286,0.03258,0.032943,0.032891,0.033859,0.028692,0.029096,0.032809,0.033476,0.032153,0.03314,0.033094,0.03114,0.033882,0.032726,0.033153,0.032555,0.033773,0.033707,0.032035,0.034824,0.033948,0.031017,0.030804,0.034213,0.034071,0.033275,0.033646,0.034513,0.036057,0.031616,0.031403,0.03304,0.032226,0.033113,0.032706,0.029144,0.030323,0.033781,0.034674,0,0.007907,0.031396,0.031609,0.031853,0.030766,0.037531,0.030602,0.032819,0.035312,0.034797,0.034627,0.038462,0.032913,0.035298,0.031496,0.034146,0.043103,0.051095,0.03366,0.106061,0.020833,0,0.047619,0.033397,0.035575,0.033586,0.033756,0.034199,0.033639,0.034755,0.034904,0.023508,0.023406,0.033345,0.034223,0.033436,0.03394,0.031064,0.150687,0.031326,0.030666,0.031907,0.032212,0.028462,0.034715,0.435966,0.032007,0.032223,0.032435,0.034402,0.03106,0.025904,0.030512,0.033684,0.03209,0.031784,0.033527,0.031784,0.034118,0.029339,0.028407,0.033002,0.033792,0.031884,0.031339,0.876248,0.880334,0.879404
234_745105,0.032084,0.03279,0.03169,0.033438,0.03179,0.03153,0.032908,0.032245,0.032707,0.033241,0.030685,0.031545,0.036426,0.036103,0.033058,0.035952,0.036337,0.032508,0.034892,0.03179,0.033133,0.032509,0.032674,0.033363,0.031655,0.033592,0.033329,0.032428,0.032759,0.035742,0.034163,0.030189,0.03326,0.0351,0.036815,0.036649,0.033935,0.033482,0.03394,0.034745,0.030467,0.030628,0.034808,0.033977,0.033247,0.033482,0.033231,0.031588,0.033673,0.033443,0.03388,0.033435,0.035598,0.033881,0.033474,0.035549,0.035211,0.031663,0.031993,0.034874,0.035203,0.033382,0.034688,0.034548,0.035971,0.033688,0.033806,0.032437,0.032415,0.034889,0.034261,0.030787,0.031965,0.03409,0.036076,0.007907,0,0.032115,0.031466,0.032366,0.031261,0.037857,0.03171,0.033962,0.036143,0.034769,0.034434,0.035,0.033995,0.036161,0.032105,0.034565,0.043478,0.05597,0.034465,0.09375,0.021277,0,0.036585,0.034278,0.035308,0.034879,0.034511,0.035538,0.033779,0.034637,0.036404,0.024638,0.024601,0.032941,0.033422,0.03392,0.034237,0.032135,0.15297,0.032327,0.031885,0.031472,0.032764,0.029089,0.035501,0.435989,0.032525,0.033162,0.032839,0.034976,0.031786,0.026389,0.030724,0.033998,0.032626,0.032349,0.033859,0.032444,0.033928,0.029233,0.029694,0.03442,0.035129,0.034272,0.032638,0.875694,0.87981,0.878531
235_744555,0.030567,0.031675,0.032063,0.032888,0.032582,0.031697,0.03185,0.031605,0.032244,0.030768,0.029868,0.032679,0.035939,0.035815,0.032644,0.034994,0.035573,0.032363,0.032077,0.031693,0.03163,0.031472,0.030256,0.031486,0.028586,0.033931,0.035402,0.031567,0.033142,0.028184,0.031508,0.030742,0.034398,0.034033,0.037414,0.038106,0.034169,0.035256,0.032618,0.033127,0.031353,0.032421,0.032902,0.033337,0.034566,0.035323,0.03198,0.030921,0.033197,0.032041,0.033131,0.032294,0.033526,0.032239,0.033741,0.034677,0.035793,0.031314,0.030049,0.035218,0.034566,0.03465,0.037301,0.032995,0.03396,0.032628,0.031033,0.034405,0.035252,0.032683,0.033206,0.035204,0.036219,0.032418,0.034183,0.031396,0.032115,0,0.006592,0.033939,0.033898,0.035675,0.027739,0.032423,0.034528,0.034239,0.036425,0.032258,0.03424,0.038667,0.031368,0.03215,0.06087,0.061594,0.032766,0.106061,0.0625,0.166667,0.05814,0.032457,0.033445,0.033014,0.032486,0.032944,0.033507,0.032549,0.034698,0.034283,0.034586,0.032627,0.032122,0.033586,0.033572,0.030735,0.147746,0.029421,0.029114,0.032802,0.033655,0.033399,0.033841,0.432967,0.030424,0.030136,0.03253,0.033131,0.02959,0.030173,0.03125,0.032125,0.03216,0.031491,0.033572,0.032468,0.031998,0.032196,0.031548,0.03003,0.030788,0.033294,0.032543,0.87478,0.879061,0.878238
235_745113,0.030412,0.031438,0.032024,0.032834,0.033156,0.032099,0.031281,0.030727,0.031995,0.031065,0.029459,0.031277,0.035473,0.035108,0.032707,0.034111,0.034549,0.0318,0.031475,0.031771,0.030718,0.031177,0.029969,0.031032,0.029139,0.032095,0.034173,0.031459,0.03261,0.028606,0.031385,0.030158,0.033872,0.03273,0.036369,0.036358,0.033561,0.034905,0.032231,0.032313,0.030902,0.031376,0.033505,0.033941,0.033154,0.033764,0.030337,0.030542,0.033857,0.03206,0.032367,0.032187,0.033441,0.031126,0.033384,0.034144,0.035688,0.030898,0.030883,0.034588,0.03441,0.034293,0.036003,0.033113,0.032224,0.032167,0.030384,0.034874,0.034704,0.033253,0.03354,0.03436,0.035186,0.032779,0.033837,0.031609,0.031466,0.006592,0,0.033052,0.03419,0.034729,0.027842,0.032256,0.033411,0.033976,0.035407,0.02875,0.032651,0.03723,0.031451,0.032588,0.053097,0.055147,0.031795,0.09375,0.053191,0,0.04878,0.032181,0.032949,0.032281,0.031869,0.032628,0.032009,0.032183,0.034683,0.034194,0.033026,0.031887,0.03092,0.033454,0.032995,0.029862,0.147911,0.029179,0.029331,0.031181,0.033449,0.033422,0.03348,0.434357,0.030943,0.029032,0.0326,0.032622,0.029838,0.02999,0.030485,0.031912,0.031349,0.031254,0.032341,0.032122,0.031556,0.031168,0.031281,0.030459,0.030931,0.032128,0.03169,0.875,0.878562,0.878438
236_744556,0.033115,0.033268,0.034009,0.033945,0.031577,0.031959,0.034364,0.032706,0.035488,0.035461,0.034542,0.033114,0.037959,0.036911,0.033963,0.034509,0.035318,0.032917,0.035507,0.035903,0.032891,0.033567,0.033947,0.034158,0.033043,0.034345,0.03751,0.032817,0.033788,0.034912,0.033733,0.031839,0.035312,0.034823,0.037753,0.03745,0.033591,0.032292,0.034574,0.034945,0.030924,0.031198,0.034755,0.034942,0.034812,0.035117,0.031464,0.030433,0.035051,0.032017,0.035585,0.033726,0.034918,0.031699,0.033333,0.036255,0.027485,0.035067,0.035935,0.03215,0.036015,0.033627,0.032555,0.032892,0.035025,0.036645,0.036009,0.034441,0.035498,0.036554,0.036324,0.031029,0.031779,0.034558,0.034679,0.031853,0.032366,0.033939,0.033052,0,0.00919,0.034564,0.032455,0.034721,0.035814,0.037363,0.03559,0.041985,0.033279,0.036662,0.035245,0.032676,0.038462,0.055556,0.031338,0.121212,0.05102,0.1,0.023256,0.033164,0.034046,0.032158,0.032551,0.032644,0.032323,0.035319,0.037134,0.031475,0.030143,0.031115,0.031299,0.034956,0.035754,0.03145,0.154904,0.033379,0.034031,0.035955,0.032963,0.032482,0.036768,0.434095,0.034313,0.034632,0.035599,0.035401,0.036135,0.031938,0.0301,0.034046,0.033669,0.035342,0.03505,0.033573,0.03475,0.032538,0.032607,0.03146,0.031527,0.031811,0.031733,0.872162,0.875166,0.874939
236_745121,0.032426,0.032873,0.033698,0.035124,0.032954,0.032472,0.03488,0.033069,0.035028,0.035439,0.034203,0.033616,0.038166,0.036966,0.034772,0.03426,0.034925,0.033535,0.034022,0.035622,0.033118,0.032705,0.034821,0.032827,0.032181,0.033831,0.035113,0.033964,0.034327,0.035902,0.034567,0.032574,0.033984,0.035903,0.037973,0.036549,0.033415,0.032115,0.034564,0.03406,0.03017,0.031513,0.034705,0.034148,0.035329,0.035811,0.031739,0.030212,0.034791,0.032126,0.035161,0.033426,0.03487,0.032985,0.034255,0.03649,0.028174,0.035561,0.035229,0.032272,0.036665,0.033549,0.03195,0.032838,0.035222,0.037171,0.036366,0.036481,0.03634,0.03712,0.036359,0.031143,0.031839,0.034386,0.035532,0.030766,0.031261,0.033898,0.03419,0.00919,0,0.034811,0.031313,0.033995,0.036426,0.035813,0.035641,0.040302,0.032995,0.037131,0.034196,0.032632,0.038462,0.057554,0.031597,0.102941,0.05102,0.166667,0.056818,0.03238,0.033532,0.031887,0.031753,0.032374,0.03122,0.036307,0.036954,0.031032,0.029957,0.030342,0.031354,0.034718,0.035855,0.032093,0.156018,0.034392,0.034859,0.03447,0.033117,0.031666,0.036091,0.434765,0.033408,0.034656,0.035761,0.034998,0.035191,0.030887,0.030308,0.034189,0.033627,0.034775,0.036188,0.034339,0.036261,0.0328,0.032302,0.031744,0.032437,0.032224,0.031529,0.870903,0.872565,0.87279
237_744557,0.036999,0.037103,0.03542,0.03578,0.035187,0.035568,0.036355,0.035931,0.035494,0.035259,0.035619,0.037023,0.039738,0.038997,0.034769,0.035793,0.03613,0.03558,0.034033,0.037609,0.033324,0.036676,0.036665,0.03317,0.034387,0.036023,0.036864,0.032982,0.03461,0.036717,0.035202,0.034621,0.036858,0.03523,0.035152,0.034395,0.036587,0.035119,0.036799,0.035345,0.035549,0.035833,0.036587,0.036139,0.038212,0.038219,0.036764,0.035227,0.037454,0.035913,0.035179,0.037246,0.036019,0.032711,0.03546,0.037212,0.034591,0.037562,0.037949,0.037262,0.038166,0.037905,0.036511,0.023627,0.034032,0.03634,0.036796,0.04021,0.038702,0.038928,0.038165,0.033786,0.036241,0.032972,0.0331,0.037531,0.037857,0.035675,0.034729,0.034564,0.034811,0,0.034092,0.031426,0.038297,0.038568,0.033994,0.035433,0.03489,0.036675,0.033929,0.03693,0.058036,0.054264,0.032872,0.09375,0.06383,0.166667,0.034884,0.037186,0.036284,0.034907,0.034603,0.033072,0.03211,0.035919,0.035491,0.037199,0.036573,0.034587,0.034771,0.035281,0.035113,0.03523,0.167483,0.034049,0.036495,0.039241,0.037087,0.035406,0.038482,0.43423,0.037676,0.036053,0.036991,0.035144,0.037483,0.035867,0.032904,0.035663,0.03697,0.036035,0.036726,0.035337,0.034703,0.03567,0.035617,0.030547,0.030361,0.036082,0.035865,0.869359,0.870799,0.870984
238_744558,0.029636,0.030474,0.031296,0.031542,0.033249,0.032775,0.032274,0.032091,0.034799,0.035152,0.03071,0.033724,0.035069,0.03498,0.030891,0.034018,0.033957,0.031428,0.031553,0.03034,0.031633,0.031167,0.031459,0.031752,0.026961,0.0334,0.033488,0.029923,0.030529,0.029421,0.028864,0.030447,0.033828,0.034171,0.036057,0.036711,0.033026,0.032113,0.033,0.033264,0.030607,0.031066,0.033651,0.034112,0.035566,0.035205,0.031846,0.03085,0.034158,0.030992,0.033936,0.032495,0.034314,0.033091,0.031773,0.032578,0.029911,0.032634,0.032856,0.034581,0.033194,0.034255,0.035966,0.032573,0.034516,0.025849,0.024385,0.032959,0.032833,0.033229,0.033554,0.033402,0.034225,0.032831,0.03341,0.030602,0.03171,0.027739,0.027842,0.032455,0.031313,0.034092,0,0.032304,0.03436,0.034192,0.035423,0.032419,0.033458,0.036253,0.030624,0.032947,0.048246,0.055556,0.032792,0.096774,0.031915,0,0.025641,0.032586,0.033242,0.032309,0.031929,0.033201,0.032771,0.032799,0.035918,0.031647,0.031172,0.031185,0.03138,0.032739,0.03231,0.029697,0.149735,0.031552,0.02759,0.031549,0.03308,0.029801,0.035357,0.434392,0.032351,0.033513,0.033598,0.034611,0.031338,0.029741,0.030574,0.031791,0.03091,0.033144,0.033639,0.031093,0.032633,0.032246,0.031514,0.033925,0.034347,0.032939,0.032922,0.87371,0.878,0.877702
239_744559,0.030602,0.03191,0.031036,0.03378,0.031288,0.030758,0.031049,0.030965,0.031167,0.031687,0.030816,0.032459,0.038768,0.037311,0.031981,0.033348,0.034149,0.032383,0.032508,0.031337,0.031659,0.0333,0.031605,0.032623,0.028776,0.031387,0.035248,0.031521,0.031735,0.032342,0.03239,0.031698,0.034512,0.034008,0.038423,0.037924,0.031796,0.032054,0.032339,0.032554,0.030456,0.030696,0.033645,0.033341,0.031543,0.032768,0.029821,0.030057,0.034285,0.03247,0.032068,0.033902,0.033835,0.033591,0.03077,0.033417,0.033729,0.032788,0.032693,0.030332,0.035847,0.035146,0.034807,0.02723,0.033194,0.033853,0.03408,0.033626,0.032128,0.031731,0.031533,0.03187,0.032532,0.021412,0.022434,0.032819,0.033962,0.032423,0.032256,0.034721,0.033995,0.031426,0.032304,0,0.034664,0.033371,0.035091,0.0375,0.032514,0.03615,0.030743,0.032043,0.056522,0.0625,0.033201,0.09375,0.042553,0,0.04878,0.033633,0.034779,0.033424,0.033264,0.033363,0.032665,0.033045,0.03543,0.033169,0.032074,0.029614,0.031139,0.033043,0.033984,0.031435,0.150707,0.031058,0.031298,0.032772,0.032862,0.03099,0.035883,0.438263,0.029924,0.032392,0.031621,0.033525,0.032545,0.032066,0.030721,0.031572,0.031695,0.032243,0.034439,0.030838,0.031243,0.032093,0.031243,0.03213,0.033416,0.032299,0.031644,0.875821,0.880124,0.879541
240_744560,0.03447,0.035093,0.034689,0.035181,0.035999,0.034017,0.035013,0.034675,0.035595,0.033699,0.033075,0.036387,0.036715,0.035912,0.03557,0.034656,0.034417,0.034271,0.034159,0.032861,0.034756,0.032812,0.034123,0.033279,0.033244,0.033831,0.035867,0.034952,0.035701,0.035508,0.034161,0.032809,0.036528,0.037972,0.037848,0.038681,0.035817,0.036181,0.036595,0.03545,0.033729,0.034398,0.036734,0.037045,0.036517,0.0366,0.033554,0.034088,0.038314,0.034987,0.036692,0.036334,0.036645,0.036314,0.03635,0.035011,0.039542,0.036486,0.036479,0.034347,0.037485,0.036021,0.035736,0.034714,0.037045,0.037584,0.036628,0.036019,0.038146,0.036961,0.036442,0.03621,0.037025,0.03488,0.035805,0.035312,0.036143,0.034528,0.033411,0.035814,0.036426,0.038297,0.03436,0.034664,0,0.037664,0.037142,0.04,0.035984,0.024244,0.032904,0.036019,0.057018,0.06015,0.036285,0.129032,0.010638,0,0.0375,0.035001,0.036309,0.035516,0.03505,0.036349,0.035622,0.035544,0.037247,0.034812,0.033975,0.034932,0.035859,0.037384,0.037297,0.035027,0.152926,0.035768,0.034256,0.034708,0.035933,0.032581,0.033946,0.437179,0.034244,0.034939,0.032932,0.034237,0.036425,0.032893,0.034436,0.036418,0.034984,0.035935,0.037089,0.035418,0.034815,0.03318,0.03291,0.03543,0.03616,0.035545,0.03495,0.875983,0.880118,0.878837
241_744561,0.032287,0.033118,0.031586,0.033146,0.031758,0.030992,0.034216,0.033229,0.031091,0.030489,0.029837,0.030484,0.038153,0.036833,0.032396,0.038025,0.038039,0.031039,0.03561,0.027355,0.035278,0.032032,0.028647,0.03633,0.030023,0.035933,0.030885,0.030888,0.033057,0.034965,0.036829,0.030957,0.034155,0.034053,0.036992,0.037301,0.037273,0.03763,0.035698,0.03491,0.033965,0.035718,0.036099,0.035032,0.035868,0.035152,0.034556,0.033306,0.036169,0.03547,0.035959,0.034119,0.036555,0.036959,0.03458,0.037533,0.032114,0.03318,0.032633,0.030189,0.036567,0.039065,0.039393,0.034728,0.037284,0.034546,0.035275,0.021172,0.021129,0.020674,0.021363,0.038688,0.039134,0.033157,0.03461,0.034797,0.034769,0.034239,0.033976,0.037363,0.035813,0.038568,0.034192,0.033371,0.037664,0,0.036837,0.03125,0.036461,0.038315,0.032223,0.034881,0.03913,0.066176,0.035565,0.1875,0.010417,0,0.060976,0.03558,0.035919,0.035457,0.035543,0.039235,0.037707,0.035854,0.036458,0.034662,0.033614,0.030866,0.031418,0.036521,0.037234,0.035034,0.15639,0.032922,0.034978,0.035089,0.033341,0.032828,0.038976,0.437799,0.033692,0.03375,0.033289,0.038849,0.035085,0.02995,0.031753,0.033377,0.032493,0.035912,0.036834,0.034093,0.035164,0.035559,0.034593,0.035258,0.035694,0.034375,0.033986,0.876093,0.879131,0.878679
242_744562,0.037025,0.037165,0.037941,0.039333,0.03651,0.036195,0.036767,0.035889,0.037106,0.037075,0.035369,0.035888,0.037159,0.036499,0.038682,0.035216,0.034936,0.036838,0.03571,0.034989,0.03749,0.035239,0.036388,0.03546,0.035181,0.034813,0.035374,0.034523,0.036172,0.037616,0.036545,0.034944,0.036932,0.037732,0.037371,0.037078,0.03698,0.035655,0.039204,0.038402,0.035855,0.03639,0.037035,0.03659,0.03666,0.036623,0.038315,0.03684,0.035407,0.03507,0.035256,0.037314,0.036968,0.035558,0.035055,0.036298,0.035381,0.037423,0.03781,0.037404,0.03654,0.023313,0.036088,0.033972,0.035093,0.037419,0.03655,0.037605,0.03604,0.038149,0.039017,0.036075,0.036529,0.035773,0.036324,0.034627,0.034434,0.036425,0.035407,0.03559,0.035641,0.033994,0.035423,0.035091,0.037142,0.036837,0,0.038168,0.035229,0.036799,0.035529,0.036474,0.057018,0.06391,0.036032,0.060606,0.052083,0.083333,0.035714,0.036091,0.035934,0.035329,0.034973,0.037068,0.034501,0.037522,0.039501,0.03698,0.036837,0.034927,0.034987,0.034444,0.035984,0.034373,0.164957,0.038183,0.035025,0.038776,0.03625,0.033976,0.036224,0.430966,0.036406,0.036865,0.035221,0.037308,0.03576,0.035265,0.034957,0.03496,0.035079,0.034432,0.03462,0.037066,0.03783,0.034402,0.034723,0.034715,0.035723,0.035907,0.035211,0.871242,0.873967,0.87378
243_744563,0.033582,0.034091,0.028536,0.024173,0.035,0.031407,0.0325,0.03392,0.034005,0.038557,0.029925,0.030691,0.034005,0.031566,0.038462,0.033582,0.035264,0.031726,0.037783,0.034826,0.035533,0.037594,0.03607,0.038557,0.033582,0.026515,0.03944,0.034615,0.029337,0.03125,0.033333,0.034913,0.043928,0.044872,0.04522,0.050388,0.04557,0.042308,0.029777,0.031328,0.036432,0.034826,0.03625,0.034177,0.034264,0.033505,0.026316,0.02399,0.031407,0.039141,0.03375,0.040302,0.029851,0.034351,0.026582,0.047619,0.035714,0.034913,0.037406,0.03038,0.031726,0.038945,0.044872,0.032581,0.039164,0.03,0.03125,0.034264,0.035264,0.033666,0.041975,0.048267,0.048507,0.032258,0.033666,0.038462,0.035,0.032258,0.02875,0.041985,0.040302,0.035433,0.032419,0.0375,0.04,0.03125,0.038168,0,0.035354,0.032828,0.0325,0.026185,0.107143,0.184211,0.038945,0.1,0.1875,0.166667,0.0625,0.032258,0.031172,0.03598,0.038366,0.035,0.033835,0.034853,0.031593,0.039141,0.036896,0.033333,0.034794,0.037129,0.036524,0.031486,0.230867,0.029925,0.0325,0.032419,0.042929,0.03625,0.037406,0.44875,0.034826,0.037313,0.03875,0.042394,0.033333,0.0401,0.031172,0.038847,0.036616,0.04,0.042308,0.03392,0.036432,0.032258,0.034739,0.038945,0.035176,0.03616,0.037313,0.87931,0.886126,0.887863
244_744564,0.032243,0.032672,0.032755,0.032182,0.031772,0.0322,0.033274,0.032781,0.030504,0.031873,0.032979,0.032825,0.036651,0.036043,0.034327,0.033006,0.033539,0.031039,0.032854,0.033245,0.032509,0.036227,0.032341,0.034873,0.031495,0.032146,0.036122,0.031237,0.032809,0.035409,0.034756,0.02991,0.034701,0.033775,0.036028,0.034485,0.033074,0.032596,0.035514,0.035407,0.03207,0.033019,0.035039,0.035804,0.033919,0.035247,0.033449,0.031644,0.034659,0.03513,0.033911,0.034625,0.035021,0.031851,0.033205,0.034392,0.035496,0.034034,0.03458,0.031342,0.034703,0.036065,0.032088,0.030625,0.034294,0.03716,0.035331,0.033443,0.033434,0.0348,0.034079,0.03391,0.035402,0.032561,0.032992,0.032913,0.033995,0.03424,0.032651,0.033279,0.032995,0.03489,0.033458,0.032514,0.035984,0.036461,0.035229,0.035354,0,0.037738,0.033086,0.031752,0.047414,0.062963,0.032653,0.106061,0.030612,0.166667,0.068182,0.035001,0.034714,0.034845,0.034499,0.035494,0.033613,0.03605,0.03469,0.035074,0.033897,0.031454,0.030834,0.034213,0.034022,0.031012,0.155962,0.032685,0.033959,0.034465,0.033751,0.033093,0.034018,0.433163,0.033588,0.033977,0.034742,0.033477,0.035292,0.033103,0.03378,0.033796,0.033471,0.034697,0.034658,0.033983,0.034851,0.034041,0.033764,0.030843,0.031696,0.035349,0.0346,0.874073,0.878184,0.877236
245_744576,0.034966,0.03607,0.036162,0.036657,0.037802,0.037522,0.036885,0.036194,0.038641,0.038869,0.035982,0.037679,0.040038,0.040141,0.036574,0.038982,0.037661,0.036794,0.036265,0.035728,0.035152,0.036174,0.034817,0.036523,0.036831,0.035105,0.037645,0.035208,0.036564,0.036707,0.035555,0.034112,0.037775,0.03672,0.039046,0.038009,0.036017,0.034494,0.03924,0.039009,0.036289,0.036735,0.03838,0.037955,0.037575,0.036537,0.03668,0.036643,0.037574,0.036871,0.036558,0.038167,0.03677,0.036488,0.036252,0.037347,0.037308,0.037354,0.038433,0.036826,0.038617,0.036046,0.037899,0.037432,0.036018,0.039264,0.038457,0.037065,0.037546,0.039069,0.038563,0.03709,0.037938,0.036925,0.036269,0.035298,0.036161,0.038667,0.03723,0.036662,0.037131,0.036675,0.036253,0.03615,0.024244,0.038315,0.036799,0.032828,0.037738,0,0.03571,0.037693,0.051724,0.078358,0.037965,0.106061,0.053191,0.083333,0.035714,0.038667,0.038631,0.037092,0.036083,0.038937,0.038319,0.035099,0.036915,0.036891,0.03471,0.035949,0.036821,0.038422,0.038528,0.036814,0.163579,0.038781,0.036018,0.036549,0.036936,0.036118,0.038215,0.433945,0.035885,0.03689,0.034853,0.038744,0.037798,0.035172,0.035617,0.036944,0.035844,0.0371,0.037932,0.037826,0.039237,0.035328,0.035509,0.036989,0.036554,0.03623,0.035882,0.87125,0.872934,0.872235
