*,185_744505,185_745093,186_744506,186_745101,187-coll832-trial1_767271,187-coll832-trial1_769250,187_744507,187_745109,188-coll832-trial1_767272,188-coll832-trial1_769251,188_744508,188_745117,189-coll853-trial1_767273,189-coll853-trial1_769252,189_744509,190-coll853-trial1_767274,190-coll853-trial1_769253,190_744510,191_744511,192_744512,193_744513,194_744514,195_744515,196_744516,197_744528,198_744527,199_744526,200_744525,201_744524,202_744523,203_744522,204_744521,205_744520,205_745118,206_744519,206_745110,207_744518,207_745102,208_744517,208_745094,209_744529,209_745095,210_744530,210_745103,211_744531,211_745111,212_744532,212_745119,213_744533,214_744534,215_744535,216_744536,217_744537,218_744538,219_744539,220_744540,221-coll801-trial1_767270,222-coll801-trial1_767269,222-coll801-trial1_769248,223_744550,224_744549,225_744548,226_744547,227_744546,228_744545,229_744544,229_745120,230_744543,230_745112,231_744542,231_745104,232_744541,232_745096,233_744553,233_745097,234_744554,234_745105,235_744555,235_745113,236_744556,236_745121,237_744557,238_744558,239_744559,240_744560,241_744561,242_744562,243_744563,244_744564,245_744576,246_744575,247_744574,248_744573,249_744572,250_744571,251_744570,252_744569,253_744568,253_745122,254_744567,254_745114,255_744566,255_745106,256_744565,256_745098,257_744577,257_745099,258_744578,258_745107,259_744579,259_745115,260_744580,260_745123,261_744581,262_744582,263_744583,264_744584,265_744585,266_744586,267_744587,268_744551,269_744552,270_744598,271_744597,272_744596,273_744595,274_744594,275_744593,276_744592,277_744591,277_745124,278_744590,278_745116,279_744589,279_745108,280_744588,280_745100,864_767280,864_769259,869_767286,869_769265,corin-trial1_769254,narranderah-trial1_767276,narranderah-trial1_769255
246_744575,0.032401,0.033371,0.031221,0.033017,0.03176,0.03109,0.031332,0.030915,0.02881,0.028368,0.029195,0.030876,0.036877,0.036094,0.033662,0.03456,0.033907,0.033114,0.032926,0.03055,0.030351,0.032251,0.030556,0.030063,0.029535,0.032229,0.033581,0.032372,0.03222,0.029362,0.03084,0.031502,0.033708,0.035338,0.035414,0.035034,0.033385,0.033542,0.033016,0.034033,0.032576,0.033973,0.03412,0.033581,0.032091,0.033739,0.033042,0.031965,0.031511,0.033975,0.032274,0.031739,0.033439,0.033382,0.034169,0.032377,0.036677,0.032836,0.032567,0.032347,0.03289,0.034151,0.035843,0.030317,0.034067,0.031501,0.031331,0.03224,0.03216,0.03237,0.03243,0.033285,0.033258,0.03079,0.031704,0.031496,0.032105,0.031368,0.031451,0.035245,0.034196,0.033929,0.030624,0.030743,0.032904,0.032223,0.035529,0.0325,0.033086,0.03571,0,0.032339,0.052632,0.062963,0.029589,0.096774,0.042553,0.25,0.02439,0.032836,0.033749,0.033166,0.032747,0.029919,0.028673,0.030308,0.031961,0.031088,0.029978,0.030434,0.031363,0.034036,0.034311,0.030066,0.150807,0.031184,0.031606,0.032611,0.033553,0.029985,0.033734,0.434305,0.031525,0.032898,0.033214,0.031609,0.032743,0.031124,0.030399,0.03193,0.032049,0.031891,0.03397,0.032377,0.031936,0.031952,0.031511,0.031739,0.031859,0.031398,0.030834,0.875367,0.879106,0.878625
247_744574,0.032906,0.033972,0.028986,0.03065,0.031359,0.030246,0.0313,0.032003,0.032665,0.032966,0.031821,0.033594,0.039262,0.037728,0.032055,0.032793,0.032926,0.032397,0.033314,0.031611,0.032231,0.03613,0.031714,0.032094,0.030203,0.033185,0.035112,0.032088,0.032522,0.035306,0.034615,0.030873,0.035106,0.034593,0.038116,0.036519,0.031356,0.031551,0.035309,0.034329,0.030857,0.030781,0.035265,0.035909,0.036849,0.037362,0.031888,0.029961,0.037699,0.034602,0.035281,0.031032,0.035387,0.03072,0.031512,0.035472,0.033235,0.032495,0.032348,0.033213,0.03653,0.03667,0.03505,0.032974,0.034145,0.034941,0.03396,0.033702,0.034524,0.033946,0.032905,0.034621,0.034257,0.029719,0.031341,0.034146,0.034565,0.03215,0.032588,0.032676,0.032632,0.03693,0.032947,0.032043,0.036019,0.034881,0.036474,0.026185,0.031752,0.037693,0.032339,0,0.048673,0.068841,0.033194,0.106061,0.05102,0.2,0.059524,0.03097,0.031854,0.029988,0.03003,0.033815,0.034621,0.035197,0.036928,0.035752,0.034612,0.031515,0.032575,0.034702,0.035576,0.032028,0.153099,0.033002,0.033237,0.032973,0.034919,0.033104,0.035863,0.435502,0.030176,0.029272,0.034679,0.033935,0.031381,0.032046,0.032475,0.030919,0.030897,0.031498,0.032434,0.031378,0.032581,0.034184,0.033576,0.031194,0.030928,0.030464,0.030537,0.874498,0.878151,0.878046
248_744573,0.055556,0.053097,0.04661,0.047826,0.048246,0.048673,0.042735,0.038136,0.045045,0.044248,0.034188,0.03913,0.059091,0.070796,0.047826,0.04955,0.053097,0.030702,0.047826,0.061947,0.043103,0.044248,0.044248,0.039823,0.048246,0.043103,0.035088,0.056522,0.047826,0.04386,0.030973,0.065789,0.043103,0.043103,0.034188,0.034483,0.065217,0.056522,0.067797,0.06087,0.061404,0.065789,0.048673,0.044248,0.051724,0.058036,0.043103,0.043478,0.053571,0.039823,0.04386,0.048673,0.056522,0.056522,0.053097,0.034783,0.03125,0.035088,0.03913,0.03913,0.039823,0.052632,0.056522,0.066964,0.03913,0.06087,0.059829,0.052632,0.052174,0.061947,0.065217,0.056034,0.052174,0.047009,0.043103,0.043103,0.043478,0.06087,0.053097,0.038462,0.038462,0.058036,0.048246,0.056522,0.057018,0.03913,0.057018,0.107143,0.047414,0.051724,0.052632,0.048673,0,0.111111,0.04386,0.2,0,0,0.333333,0.030172,0.038793,0.038136,0.042373,0.064655,0.064103,0.040179,0.046296,0.038793,0.038793,0.047009,0.048246,0.072034,0.064655,0.044248,0.261261,0.030435,0.04386,0.034483,0.058036,0.060345,0.052632,0.459821,0.043103,0.056522,0.065217,0.035398,0.068966,0.052632,0.047826,0.060345,0.056034,0.063559,0.059829,0.047826,0.048246,0.060345,0.051282,0.053097,0.052632,0.039823,0.043478,0.910377,0.892523,0.886792
249_744572,0.050725,0.051471,0.061594,0.052239,0.052239,0.048507,0.068345,0.068841,0.041045,0.044444,0.062044,0.060606,0.074074,0.071429,0.069343,0.05597,0.052632,0.052632,0.058824,0.059701,0.066667,0.055556,0.059259,0.0625,0.066667,0.055556,0.044444,0.060606,0.05597,0.066176,0.056818,0.055147,0.054745,0.054745,0.068182,0.067669,0.054745,0.051095,0.057971,0.050725,0.05597,0.05597,0.054745,0.055147,0.063433,0.05597,0.040441,0.037313,0.055147,0.07037,0.058824,0.05597,0.062044,0.056818,0.052632,0.062044,0.052632,0.059701,0.059259,0.05597,0.067669,0.058824,0.055556,0.044444,0.063433,0.055147,0.051471,0.077778,0.067669,0.065217,0.065217,0.071942,0.064748,0.072464,0.07037,0.051095,0.05597,0.061594,0.055147,0.055556,0.057554,0.054264,0.055556,0.0625,0.06015,0.066176,0.06391,0.184211,0.062963,0.078358,0.062963,0.068841,0.111111,0,0.048148,0.166667,0.142857,0.25,0.166667,0.061151,0.055147,0.057143,0.054348,0.062044,0.057554,0.049242,0.052,0.07971,0.077206,0.085185,0.080882,0.054745,0.059259,0.05597,0.277778,0.047794,0.051095,0.051471,0.041045,0.061594,0.074074,0.429104,0.055556,0.058824,0.077778,0.058824,0.062044,0.055556,0.058824,0.051471,0.05597,0.057971,0.055556,0.059259,0.058394,0.068345,0.075,0.041353,0.037313,0.037037,0.044444,0.849594,0.84127,0.836
250_744571,0.033243,0.033121,0.031805,0.032981,0.031497,0.030323,0.033133,0.032397,0.033497,0.033278,0.030638,0.032209,0.036137,0.035643,0.032106,0.033111,0.033374,0.0343,0.032074,0.032629,0.031078,0.034615,0.032039,0.029322,0.032668,0.031075,0.035786,0.032659,0.032962,0.033705,0.033025,0.033248,0.034733,0.034638,0.035805,0.034292,0.030768,0.029639,0.033758,0.034701,0.032609,0.032497,0.034696,0.034316,0.036173,0.035877,0.033066,0.031145,0.034993,0.034074,0.031292,0.032084,0.033166,0.027847,0.032427,0.03311,0.03763,0.035159,0.034722,0.033487,0.032928,0.034359,0.033211,0.031153,0.03284,0.035027,0.03312,0.035697,0.034534,0.03665,0.036009,0.03344,0.033601,0.034035,0.034492,0.03366,0.034465,0.032766,0.031795,0.031338,0.031597,0.032872,0.032792,0.033201,0.036285,0.035565,0.036032,0.038945,0.032653,0.037965,0.029589,0.033194,0.04386,0.048148,0,0.080645,0.06383,0,0.038462,0.031581,0.032948,0.031295,0.031081,0.030601,0.030353,0.031419,0.032121,0.035673,0.032911,0.029484,0.029599,0.034638,0.035127,0.028659,0.148807,0.030449,0.03327,0.033344,0.034974,0.033016,0.035316,0.434967,0.035041,0.036133,0.035659,0.030092,0.034789,0.033117,0.031951,0.035672,0.034485,0.0347,0.035451,0.033814,0.034447,0.033392,0.033648,0.028838,0.030051,0.032795,0.032891,0.873782,0.876297,0.875989
251_744570,0.117647,0.129032,0.102941,0.078125,0.112903,0.083333,0.075758,0.102941,0.1,0.129032,0.102941,0.106061,0.1,0.1,0.109375,0.066667,0.083333,0.112903,0.09375,0.145161,0.106061,0.112903,0.16129,0.112903,0.129032,0.106061,0.112903,0.121212,0.096774,0.129032,0.09375,0.129032,0.102941,0.109375,0.09375,0.090909,0.125,0.080645,0.102941,0.106061,0.083333,0.080645,0.129032,0.129032,0.088235,0.083333,0.106061,0.078125,0.129032,0.09375,0.109375,0.129032,0.125,0.090909,0.064516,0.109375,0.142857,0.15,0.145161,0.080645,0.129032,0.112903,0.090909,0.1,0.140625,0.078125,0.102941,0.15625,0.151515,0.09375,0.132353,0.088235,0.090909,0.121212,0.125,0.106061,0.09375,0.106061,0.09375,0.121212,0.102941,0.09375,0.096774,0.09375,0.129032,0.1875,0.060606,0.1,0.106061,0.106061,0.096774,0.106061,0.2,0.166667,0.080645,0,0.5,0,0.2,0.102941,0.078125,0.102941,0.117647,0.106061,0.106061,0.09375,0.083333,0.102941,0.102941,0.117647,0.117647,0.117647,0.132353,0.096774,0.327586,0.140625,0.121212,0.075758,0.112903,0.109375,0.145161,0.5,0.046875,0.09375,0.129032,0.112903,0.121212,0.16129,0.048387,0.106061,0.045455,0.073529,0.0625,0.078125,0.106061,0.106061,0.121212,0.083333,0.1,0.112903,0.112903,0.910714,0.948276,0.931035
252_744569,0.020833,0.021277,0.020408,0.021739,0.021277,0.021739,0.03125,0.030612,0.043478,0.042553,0.03125,0.020408,0.032609,0.033333,0.040816,0.021739,0.021739,0.021739,0.041667,0.043478,0.052083,0.021277,0.021277,0.031915,0.065217,0.031915,0.031915,0.042553,0.010638,0.052083,0.021277,0.021277,0.030612,0.020408,0.031915,0.03125,0.091837,0.06383,0.05102,0.030612,0.043478,0.043478,0.020833,0.021277,0.030612,0.021739,0.030612,0.031915,0.01087,0.021277,0.03125,0.021739,0.031915,0.0625,0.042553,0.010638,0.0625,0.021277,0.021277,0.052083,0.041667,0.042553,0.042553,0.032609,0.053191,0.031915,0.05102,0.020408,0.040816,0.043478,0.03125,0.0625,0.081633,0.030612,0.03125,0.020833,0.021277,0.0625,0.053191,0.05102,0.05102,0.06383,0.031915,0.042553,0.010638,0.010417,0.052083,0.1875,0.030612,0.053191,0.042553,0.05102,0,0.142857,0.06383,0.5,0,0.5,0.375,0.040816,0.042553,0.071429,0.071429,0.042553,0.041667,0.071429,0.072917,0.040816,0.021739,0.03125,0.040816,0.030612,0.040816,0.032609,0.234043,0.042553,0.01087,0.042553,0.042553,0.03125,0.021277,0.434783,0.031915,0.042553,0.042553,0.06383,0.010417,0.031915,0.032609,0.03125,0.020833,0.040816,0.03125,0.03125,0.030612,0.052083,0.040816,0.065217,0.065217,0.06383,0.06383,0.845238,0.844444,0.840909
253_744568,0,0,0.166667,0,0,0,0.166667,0.166667,0,0,0.083333,0.2,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0.083333,0.2,0.083333,0,0.2,0.25,0,0.2,0,0,0.333333,0,0.083333,0.2,0.2,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0.333333,0,0,0,0.3,0.2,0,0.166667,0,0.1,0.1,0,0,0.2,0,0,0,0.166667,0,0.1,0.166667,0.166667,0,0,0,0,0.083333,0.166667,0.166667,0.083333,0.25,0.2,0,0.25,0,0,0.5,0,0.25,0.25,0,0.083333,0.166667,0.2,0,0.166667,0.25,0.083333,0,0.083333,0,0.083333,0.166667,0,0.333333,0,0,0,0,0.25,0,0.333333,0,0,0,0,0,0,0,0.125,0.166667,0.083333,0,0,0,0.166667,0.166667,0,0,0,0,1,1,1
253_745122,0.035714,0.05,0.068182,0.04878,0.0875,0.064103,0.046512,0.05814,0.064103,0.0625,0.034091,0.047619,0.025641,0.012821,0.071429,0.038462,0.038462,0.025641,0.035714,0.0375,0.060976,0.025,0.05,0.0625,0.0375,0.036585,0.0625,0.036585,0.04878,0.0625,0.0375,0.0375,0.034884,0.047619,0.035714,0.047619,0.071429,0.047619,0.034091,0.034884,0.039474,0.025641,0.04878,0.0375,0.046512,0.04878,0.059524,0.035714,0.038462,0.073171,0.059524,0.038462,0.02439,0.047619,0.0625,0.073171,0.055556,0.0375,0.0375,0.075,0.0625,0.0375,0.071429,0.025641,0.059524,0.02381,0.046512,0.05814,0.069767,0.011905,0.05814,0.046512,0.059524,0.069767,0.060976,0.047619,0.036585,0.05814,0.04878,0.023256,0.056818,0.034884,0.025641,0.04878,0.0375,0.060976,0.035714,0.0625,0.068182,0.035714,0.02439,0.059524,0.333333,0.166667,0.038462,0.2,0.375,0.25,0,0.05814,0.047619,0.079545,0.090909,0.05814,0.05814,0.05814,0.04878,0.034884,0.034884,0.046512,0.05814,0.045455,0.034884,0.025641,0.2875,0.012195,0.02381,0.035714,0.025641,0.071429,0.038462,0.3875,0.04878,0.04878,0.0625,0.064103,0.047619,0.0375,0.025,0.02381,0.035714,0.046512,0.035714,0.047619,0.05814,0.011628,0.034091,0.026316,0.025641,0.05,0.05,0.814286,0.819444,0.819444
254_744567,0.032368,0.03272,0.03386,0.033913,0.030027,0.029609,0.034673,0.0339,0.033162,0.03352,0.033367,0.034362,0.031454,0.031625,0.035529,0.030462,0.030931,0.036735,0.034368,0.03311,0.03518,0.034856,0.03508,0.032113,0.03174,0.03425,0.036178,0.032762,0.033767,0.034781,0.035866,0.03419,0.037427,0.038731,0.038911,0.038997,0.033763,0.032842,0.034266,0.034622,0.032643,0.034123,0.0354,0.035769,0.03688,0.037518,0.034527,0.033211,0.037049,0.034461,0.034987,0.034652,0.034835,0.031257,0.033624,0.036029,0.029758,0.035486,0.034623,0.034635,0.036894,0.035935,0.034903,0.031906,0.035757,0.035393,0.034803,0.036765,0.036221,0.034904,0.034957,0.035745,0.036536,0.034167,0.035412,0.033397,0.034278,0.032457,0.032181,0.033164,0.03238,0.037186,0.032586,0.033633,0.035001,0.03558,0.036091,0.032258,0.035001,0.038667,0.032836,0.03097,0.030172,0.061151,0.031581,0.102941,0.040816,0.25,0.05814,0,0.007384,0.0213,0.022673,0.03175,0.032555,0.035492,0.037407,0.035293,0.034708,0.032911,0.034682,0.036183,0.036601,0.031815,0.151279,0.033234,0.033546,0.034622,0.037187,0.033807,0.029489,0.432116,0.035269,0.03525,0.034102,0.035232,0.03547,0.035024,0.033457,0.036743,0.036199,0.034967,0.036692,0.035947,0.036686,0.033602,0.033852,0.030301,0.031694,0.027582,0.026802,0.875514,0.878998,0.878743
254_745114,0.032856,0.032906,0.03413,0.034439,0.031157,0.030779,0.035603,0.035228,0.034685,0.035432,0.03485,0.034811,0.032546,0.032408,0.035842,0.03177,0.032517,0.03644,0.034687,0.033901,0.036078,0.035794,0.035454,0.033228,0.03275,0.035935,0.036742,0.03362,0.034391,0.036092,0.035543,0.035726,0.037792,0.037479,0.038965,0.039739,0.03419,0.03359,0.034553,0.034775,0.034572,0.034847,0.036141,0.035311,0.036292,0.037064,0.034526,0.032943,0.037636,0.035033,0.034736,0.035333,0.035016,0.032106,0.035577,0.036932,0.030973,0.0356,0.035283,0.035161,0.03591,0.036126,0.03581,0.032771,0.035618,0.035456,0.035437,0.036153,0.036271,0.035613,0.03573,0.035699,0.036507,0.0348,0.036285,0.035575,0.035308,0.033445,0.032949,0.034046,0.033532,0.036284,0.033242,0.034779,0.036309,0.035919,0.035934,0.031172,0.034714,0.038631,0.033749,0.031854,0.038793,0.055147,0.032948,0.078125,0.042553,0,0.047619,0.007384,0,0.022572,0.023867,0.033348,0.032966,0.035124,0.036554,0.03674,0.035377,0.034423,0.035397,0.035977,0.035578,0.032856,0.153115,0.034219,0.035061,0.035396,0.035809,0.036164,0.029943,0.432341,0.036467,0.036044,0.034992,0.036147,0.035905,0.036111,0.034628,0.037597,0.036911,0.03581,0.037262,0.037002,0.037372,0.034511,0.034649,0.031673,0.032858,0.028068,0.027925,0.874357,0.87786,0.87733
255_744566,0.031727,0.032924,0.031546,0.033219,0.029197,0.028413,0.03273,0.032205,0.033617,0.033093,0.031176,0.034058,0.030971,0.030735,0.033491,0.030567,0.030962,0.033897,0.035119,0.03204,0.035782,0.03539,0.035013,0.033815,0.030364,0.034219,0.036258,0.032313,0.034854,0.034256,0.033869,0.031979,0.035133,0.036019,0.03772,0.037261,0.033276,0.032481,0.032508,0.031964,0.030964,0.032159,0.033574,0.033476,0.036705,0.037118,0.032781,0.031583,0.035405,0.032594,0.034038,0.032965,0.034471,0.031291,0.034977,0.036529,0.02939,0.034238,0.033524,0.033367,0.034276,0.034768,0.033257,0.032751,0.034694,0.034889,0.035339,0.036259,0.036445,0.035232,0.034828,0.035121,0.0365,0.032191,0.033232,0.033586,0.034879,0.033014,0.032281,0.032158,0.031887,0.034907,0.032309,0.033424,0.035516,0.035457,0.035329,0.03598,0.034845,0.037092,0.033166,0.029988,0.038136,0.057143,0.031295,0.102941,0.071429,0.083333,0.079545,0.0213,0.022572,0,0.006126,0.032387,0.032126,0.033678,0.036404,0.035288,0.034593,0.032124,0.033833,0.034514,0.035057,0.031825,0.150191,0.032299,0.034316,0.034237,0.035392,0.03295,0.029865,0.431051,0.034296,0.033688,0.033474,0.03457,0.033344,0.033146,0.03328,0.035399,0.034822,0.033595,0.035953,0.035327,0.036151,0.033082,0.033677,0.031569,0.032249,0.028719,0.028138,0.87621,0.879853,0.879508
255_745106,0.03222,0.03325,0.031688,0.032904,0.029964,0.028803,0.032995,0.031814,0.033779,0.033257,0.030841,0.033207,0.031082,0.030526,0.033104,0.031069,0.030374,0.034985,0.034216,0.031836,0.036101,0.034182,0.03462,0.033667,0.030599,0.034217,0.035512,0.032446,0.034167,0.033716,0.033279,0.031604,0.035099,0.03553,0.037222,0.037047,0.033429,0.032754,0.03312,0.032856,0.031113,0.032505,0.033774,0.033145,0.036319,0.036058,0.03231,0.031171,0.034498,0.032755,0.034093,0.033159,0.034407,0.031254,0.034373,0.036001,0.028719,0.034225,0.033732,0.033535,0.033743,0.034416,0.032782,0.033035,0.033452,0.035135,0.035101,0.035975,0.036587,0.035205,0.034905,0.035315,0.03663,0.031865,0.032853,0.033756,0.034511,0.032486,0.031869,0.032551,0.031753,0.034603,0.031929,0.033264,0.03505,0.035543,0.034973,0.038366,0.034499,0.036083,0.032747,0.03003,0.042373,0.054348,0.031081,0.117647,0.071429,0.166667,0.090909,0.022673,0.023867,0.006126,0,0.032661,0.032281,0.031778,0.034819,0.034651,0.034434,0.031975,0.034153,0.0347,0.035101,0.032763,0.152085,0.032477,0.033944,0.033576,0.035239,0.032738,0.030293,0.430658,0.034481,0.033179,0.033272,0.033786,0.033233,0.032489,0.033233,0.035418,0.034874,0.03389,0.036402,0.035408,0.036266,0.033387,0.033589,0.031594,0.031808,0.027632,0.027159,0.875681,0.879424,0.879036
256_744565,0.035009,0.034513,0.032433,0.03415,0.034315,0.0343,0.034666,0.035513,0.033214,0.033124,0.033712,0.036086,0.039446,0.037186,0.034948,0.033622,0.033623,0.035386,0.033488,0.035137,0.032974,0.0362,0.035609,0.033217,0.031087,0.031585,0.037525,0.034556,0.035082,0.035579,0.032866,0.033378,0.035939,0.037334,0.037935,0.037047,0.034146,0.033598,0.034773,0.034915,0.032121,0.033438,0.037216,0.036394,0.036976,0.03791,0.035047,0.033644,0.035403,0.035944,0.036167,0.034817,0.035351,0.030745,0.034953,0.036029,0.035264,0.036671,0.036633,0.034039,0.036578,0.034702,0.033919,0.031655,0.038674,0.035234,0.035951,0.038457,0.037771,0.038289,0.038522,0.03238,0.033178,0.031993,0.033034,0.034199,0.035538,0.032944,0.032628,0.032644,0.032374,0.033072,0.033201,0.033363,0.036349,0.039235,0.037068,0.035,0.035494,0.038937,0.029919,0.033815,0.064655,0.062044,0.030601,0.106061,0.042553,0.2,0.05814,0.03175,0.033348,0.032387,0.032661,0,0.009295,0.032492,0.034133,0.035842,0.034795,0.033595,0.035197,0.03561,0.035791,0.032008,0.152778,0.034031,0.032499,0.03736,0.034167,0.034608,0.035114,0.434845,0.035065,0.034965,0.035297,0.036235,0.035127,0.03409,0.032397,0.03661,0.036061,0.034111,0.036013,0.034442,0.036484,0.035149,0.035575,0.033176,0.033808,0.033429,0.033257,0.874564,0.878411,0.87771
256_745098,0.034793,0.034714,0.03218,0.034228,0.033322,0.033032,0.034703,0.034237,0.03208,0.03204,0.03358,0.035117,0.037305,0.036223,0.034839,0.032495,0.032502,0.034477,0.033113,0.034,0.031424,0.034789,0.035125,0.032481,0.029696,0.030252,0.03679,0.034507,0.033822,0.034709,0.03233,0.034249,0.036969,0.036962,0.037907,0.036539,0.032583,0.032062,0.034254,0.034973,0.032242,0.032898,0.037734,0.037197,0.03668,0.037277,0.033467,0.033056,0.035158,0.034438,0.035658,0.033853,0.03569,0.030574,0.035265,0.03577,0.03529,0.035257,0.03571,0.033767,0.035083,0.034424,0.032791,0.030038,0.03714,0.036319,0.035429,0.038096,0.036972,0.037261,0.036613,0.031978,0.03176,0.030748,0.032515,0.033639,0.033779,0.033507,0.032009,0.032323,0.03122,0.03211,0.032771,0.032665,0.035622,0.037707,0.034501,0.033835,0.033613,0.038319,0.028673,0.034621,0.064103,0.057554,0.030353,0.106061,0.041667,0,0.05814,0.032555,0.032966,0.032126,0.032281,0.009295,0,0.030602,0.031667,0.035102,0.033966,0.032881,0.034286,0.034812,0.034614,0.032133,0.153091,0.033337,0.031867,0.035722,0.032635,0.034233,0.033187,0.435175,0.033841,0.034277,0.034074,0.033973,0.034389,0.033233,0.031936,0.036041,0.034151,0.033683,0.036143,0.033701,0.033977,0.034246,0.035372,0.032183,0.032716,0.033057,0.032562,0.875578,0.8787,0.878892
257_744577,0.033294,0.033754,0.034766,0.035003,0.032248,0.032222,0.03511,0.033409,0.035289,0.0352,0.032766,0.033813,0.038731,0.03902,0.034802,0.035321,0.034278,0.034181,0.032579,0.03188,0.033182,0.033139,0.034631,0.033338,0.030761,0.032686,0.03313,0.035032,0.034307,0.031807,0.030606,0.033383,0.034958,0.033591,0.037534,0.036958,0.033028,0.032296,0.036716,0.036339,0.034916,0.034673,0.038593,0.037605,0.034183,0.034352,0.031651,0.030597,0.035092,0.03456,0.035177,0.032896,0.035624,0.032004,0.032955,0.035041,0.032807,0.036071,0.037528,0.032695,0.035239,0.037757,0.035296,0.034578,0.032415,0.035155,0.035529,0.034647,0.032702,0.035037,0.034596,0.037671,0.038134,0.035836,0.03448,0.034755,0.034637,0.032549,0.032183,0.035319,0.036307,0.035919,0.032799,0.033045,0.035544,0.035854,0.037522,0.034853,0.03605,0.035099,0.030308,0.035197,0.040179,0.049242,0.031419,0.09375,0.071429,0.166667,0.05814,0.035492,0.035124,0.033678,0.031778,0.032492,0.030602,0,0.012392,0.035006,0.03284,0.032979,0.031189,0.033359,0.034817,0.031431,0.172194,0.034432,0.032859,0.033973,0.032764,0.031647,0.03845,0.43228,0.035438,0.035314,0.036277,0.036326,0.035783,0.03315,0.035007,0.032211,0.032675,0.033757,0.032378,0.032771,0.033716,0.034906,0.034611,0.034098,0.033961,0.031487,0.030751,0.870006,0.870509,0.870201
257_745099,0.034338,0.033576,0.035737,0.034886,0.034954,0.035013,0.035354,0.03385,0.037937,0.037393,0.033187,0.033793,0.039423,0.03893,0.035815,0.036184,0.036235,0.034537,0.034171,0.032948,0.033227,0.033626,0.035052,0.035415,0.03377,0.033874,0.034559,0.035522,0.03584,0.032356,0.030084,0.03451,0.035768,0.035073,0.037979,0.037202,0.036733,0.035649,0.038241,0.037743,0.036914,0.036928,0.04014,0.039526,0.036226,0.036319,0.034616,0.033551,0.03712,0.034698,0.036062,0.036867,0.037921,0.033117,0.035913,0.038028,0.031329,0.038553,0.03962,0.034399,0.035275,0.039884,0.036341,0.035453,0.035907,0.036599,0.035295,0.036314,0.03392,0.035132,0.034615,0.03752,0.037676,0.036914,0.035629,0.034904,0.036404,0.034698,0.034683,0.037134,0.036954,0.035491,0.035918,0.03543,0.037247,0.036458,0.039501,0.031593,0.03469,0.036915,0.031961,0.036928,0.046296,0.052,0.032121,0.083333,0.072917,0.25,0.04878,0.037407,0.036554,0.036404,0.034819,0.034133,0.031667,0.012392,0,0.036766,0.035294,0.035323,0.033528,0.036387,0.036997,0.034472,0.178116,0.034366,0.034845,0.033275,0.033665,0.033743,0.039455,0.43206,0.037327,0.03662,0.038278,0.037104,0.037579,0.034683,0.035979,0.035469,0.035595,0.034364,0.033985,0.037165,0.036731,0.036402,0.036293,0.035177,0.035002,0.034603,0.033886,0.872245,0.872691,0.873177
258_744578,0.032926,0.033691,0.031982,0.033513,0.035896,0.034666,0.033437,0.033294,0.032211,0.031594,0.032142,0.033438,0.037953,0.037185,0.034241,0.036952,0.036984,0.033591,0.033715,0.032612,0.032054,0.031699,0.033757,0.033878,0.032111,0.033223,0.034797,0.034085,0.033478,0.036321,0.035032,0.031495,0.034054,0.036675,0.037668,0.038395,0.033175,0.033719,0.034555,0.03527,0.030375,0.030358,0.033716,0.034303,0.034468,0.035511,0.030594,0.030813,0.034004,0.032932,0.033889,0.033821,0.034155,0.035298,0.034047,0.036972,0.034996,0.033353,0.032034,0.034354,0.034159,0.033922,0.035629,0.032848,0.035752,0.034994,0.035095,0.033371,0.035063,0.03272,0.032622,0.030741,0.030775,0.03268,0.03331,0.023508,0.024638,0.034283,0.034194,0.031475,0.031032,0.037199,0.031647,0.033169,0.034812,0.034662,0.03698,0.039141,0.035074,0.036891,0.031088,0.035752,0.038793,0.07971,0.035673,0.102941,0.040816,0.083333,0.034884,0.035293,0.03674,0.035288,0.034651,0.035842,0.035102,0.035006,0.036766,0,0.008434,0.033056,0.034588,0.034425,0.034546,0.032616,0.154674,0.030754,0.033115,0.029921,0.033644,0.02695,0.037439,0.434024,0.033375,0.032078,0.03363,0.036324,0.034418,0.026193,0.03195,0.033926,0.033371,0.034491,0.035978,0.033686,0.034997,0.027692,0.027119,0.034194,0.035321,0.033111,0.032,0.872872,0.875386,0.87503
